ticket_key,category,type,confidence,reasoning,components
KHELP-11700,Costings-Margin-Markup,How-To-Question,85,"User is asking for guidance on how to configure commission exemption for specific itinerary items based on field conditions, which relates to commission/margin setup in the costings functionality.","Itinerary items, Commission calculation, KaptioTravel__CommissionGroup__c field, Created_From_Miniprogram__c field, Costing items"
KHELP-11699,Land-Service-Search,Bug-Defect,95,"The user is encountering an API error (""cannot cf api"") when trying to book rail services, which indicates a system defect preventing normal land service booking functionality.","Rail booking, API error, booking confirmation, land service search"
KHELP-11698,Pricing-Engine-Calculation,Bug-Defect,95,Costs dropping to 0.00 indicates a defect in the pricing engine calculation system where API costs are not being properly maintained or calculated.,"APIs, pricing engine, supplier integration, hotel bookings, cost calculations"
KHELP-11697,Booking-Amendments,Bug-Defect,95,"The amendment process is incorrectly updating all itinerary items across multiple itineraries instead of only the relevant ones, causing system errors and heap size exceptions.","Itinerary Items, Trip, Multiple Itineraries, Amendment Process, Triggers and Flows, Apex Heap, Send Amendment Button, Costings Layout"
KHELP-11696,Builder-Edit-Service,Bug-Defect,95,This is a bug in the Itinerary Builder where imported services cannot be displayed due to a null object error caused by missing KaptioTravel__CustomType__c field values.,"Builder Tab, Itinerary Items, KaptioTravel__CustomType__c field, Services display"
KHELP-11695,Land-Service-Search,Bug-Defect,95,"This is a clear defect in the rail service search functionality where previously added segments disappear when reshopping another segment, which is broken behavior.","Rail Search window, Add Segment feature, multi-segment rail shopping, itinerary management"
KHELP-11694,Builder-Edit-Service,Bug-Defect,95,This is a bug in the Itinerary Builder's service editing functionality where passenger counts don't update correctly when passengers are removed from specific segments.,"Manual rail segments, passenger assignment, segment editing, passenger count display"
KHELP-11693,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is failing to calculate correct live prices for API hotels with multiple room configurations, showing 0 price instead of proper live pricing which is clearly broken functionality.","API hotels, packages, live accommodation components, room configurations, live pricing engine, price categories"
KHELP-11692,Pricing-Engine-Calculation,How-To-Question,95,"User is explicitly asking for documentation and guidance on setting up dynamic pricing functionality, which involves pricing engine calculations.","Dynamic pricing, package pricing, yield management, sell pricing, booking price maintenance"
KHELP-11691,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing calculation engine is not updating prices when price categories are changed on manual rail services, which is broken expected functionality.","Manual rail services, price categories, pricing calculation engine, save functionality"
KHELP-11690,Data-Configuration,Configuration-Setup,85,"The user is requesting to modify system configuration by removing an option from the itinerary status picklist, which is a data configuration setup task.","Itinerary status picklist, Cancelled status option, Kaptio Settings, Custom status configuration"
KHELP-11689,Passenger-Data-Entry,Bug-Defect,95,"The ticket reports a ""New Passenger Tab not working"" with ""too many issues"" preventing implementation, clearly indicating defective passenger data entry functionality rather than a how-to question.","New passenger tab, Passengers tab interface, itinerary passenger management"
KHELP-11688,Builder-Add-Service,Bug-Defect,95,"This involves adding Transfer services with passenger allocation functionality that has multiple broken behaviors preventing correct passenger assignment, which is clearly a defect in the Itinerary Builder service addition process.","Transfer services, passenger allocation, service allocation UI, payment calculation"
KHELP-11687,Documents-Generation-PDF,Bug-Defect,95,"This is a bug in PDF generation where day titles are incorrectly repeating for multiple services on the same day, unlike the correct web display behavior.","PDF generation, day titles, service display, web comparison"
KHELP-11686,Builder-Add-Service,Bug-Defect,95,"This is a defect in the itinerary builder's add service functionality where rail services appear available but fail or show warnings when saving, with prices dropping to zero.","API Rail, Railbookers API account, Paris-Milan rail route, Price Category, Rail Search, itinerary saving process"
KHELP-11685,Documents-Generation-PDF,Feature-Request,85,"The user is requesting new XML product files to be generated for their new Canyon Spirit brand, which is a document generation request for new deliverables rather than fixing something broken.","XML export, Canyon Spirit product, vendor files, 2026 product data"
KHELP-11684,System-Error-Exception,Bug-Defect,95,"Users are encountering specific error messages and exceptions when trying to access itineraries after a system upgrade, indicating a technical system defect rather than functional itinerary building issues.","KaptioTravel.ItineraryItems.BuildOptions, Itinerary loading, System upgrade (Fiji 20.2.5), Org configuration"
KHELP-11683,Pricing-Engine-Calculation,How-To-Question,90,User is asking for guidance on where to configure currency buffer settings which is part of the pricing engine functionality.,"Live Currency Exchange, Buffer Percent, Currency Setup, Live Currency Conversion"
KHELP-11681,Costings-Margin-Markup,Bug-Defect,95,"This is a bug where the KaptioTravel__FieldsOnDiscount fieldset stopped working after upgrade 20.3.3, affecting discount record functionality which falls under pricing/costings.","KaptioTravel__FieldsOnDiscount fieldset, KaptioTravel__Discount__c object, GLDiscountCode__c custom field"
KHELP-11680,Payment-Processing,Feature-Request,95,"User is requesting new functionality to extend Kaptio Pay JSON configuration with Region-based filtering for Merchant Account ID selection, which is a payment processing enhancement.","Kaptio Pay, JSON configuration, Merchant Account ID (MAID), Channel filtering, Currency filtering, Region filtering, Accounts, Contacts, Itineraries"
KHELP-11678,Data-Configuration,Bug-Defect,85,"The API sync is failing due to missing supplier account data in the org, which is a technical defect preventing the Amadeus implementation from proceeding properly.","Sandbox, Amadeus API, Service sync, Supplier accounts"
KHELP-11677,Email-Notifications-Sending,How-To-Question,90,"The user is seeking guidance on how the system handles supplier email changes and notification behavior, not reporting a defect.","Supplier Contact Roles, Email notifications, Itinerary Items, Booking reservations"
KHELP-11676,Email-Notifications-Sending,How-To-Question,95,"User is asking for guidance on email attachment size limits rather than reporting a broken feature, and this specifically involves the email sending functionality.","Email system, Email attachments, EmailService.send, Salesforce platform"
KHELP-11673,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is incorrectly zeroing out costs and prices of unrelated API services when changes are made to other services, which is clearly broken/defective behavior.","API Services, Itinerary Item Details, Itinerary Price Line, Itinerary Service objects, Price Line window, Costings Tab"
KHELP-11672,Data-Configuration,How-To-Question,85,"User is requesting clarification and guidance about release notes and patch changes across multiple system areas, not reporting broken functionality.","Payments tab, Connect Reservation Id, Live services, Meal Plan, Itinerary Builder, QTY column"
KHELP-11671,Data-Configuration,How-To-Question,95,"User is seeking guidance and confirmation from Kaptio team about migrating system processes and data flows, which is a consultation request rather than a defect.","Process Builder, Workflow, Flow migration, Payment object, Outbound Messages, Supplier Invoice, Commission processes"
KHELP-11670,Tax-Calculation,Bug-Defect,95,This is a clear defect in tax calculation logic within costings where the system incorrectly applies uniform VAT rates instead of using service-specific tax rates.,"VAT calculation, costings, car rental, accommodation, add-ons, invoice generation"
KHELP-11669,Email-Notifications-Sending,Bug-Defect,95,"This is a bug where emails sent from the Documents tab are not being properly tracked in the Tasks section in UAT (while working in Production), indicating a defect in the email notification tracking functionality.","Documents tab, Email sending, Tasks section, UAT environment"
KHELP-11668,Costings-Margin-Markup,Bug-Defect,95,"The auto-refresh functionality for commission and total net price on the Itinerary Costing page is not working as expected, indicating a defect in the costing calculation display system.","Itinerary Costing page, Commission calculation, Total net price, Auto refresh functionality"
KHELP-11667,Booking-Quote-Management,Feature-Request,90,"The user is requesting new functionality to add additional columns to the Supplier Bookings tab display, which is a booking management interface enhancement rather than a bug fix.","Supplier Bookings tab, Voucher Status column, QC Result column, document generation workflow"
KHELP-11666,Land-Service-Search,Feature-Request,95,"This is a request to add new ""Add to Basket"" functionality to the land service search results page for activities, which is a clear feature enhancement rather than a bug or configuration issue.","Service search interface, activities search results, basket functionality, service selection workflow"
KHELP-11665,Package-Search-UI,Feature-Request,95,"The user is requesting new functionality to add ""Seniors (65+)"" as a passenger type option in the package search interface, which is a feature enhancement rather than fixing something broken.","Package search UI, passenger type selection, rail search integration, Amtrak discount functionality"
KHELP-11664,Builder-Add-Service,Bug-Defect,85,"This is a bug in the Itinerary Builder where client document notes are not being saved when added, representing broken functionality in the builder's add/save capabilities.","Itinerary Builder, Client Document Notes, Save functionality"
KHELP-11663,Package-Configuration,Bug-Defect,95,"The system is incorrectly setting children's ages to 99 instead of 11 when packages are configured and added via package search, which is a clear defect in the package configuration functionality.","Package Search, Trip page, Room configuration, Passengers tab, Age handling, Itinerary"
KHELP-11661,Permissions-Access-Security,How-To-Question,95,User needs guidance on how to remove package licenses from inactive users and is asking about administrative permissions required to perform this task.,"User license management, Salesforce administration, Package licenses, Inactive users, System permissions"
KHELP-11659,Documents-Generation-PDF,Bug-Defect,95,"The bulk document generation job is broken and not executing properly, which is a clear defect in the Documents-Generation-PDF functionality.","Bulk job system, CAD Final Doc bulk operation, Document generation, Salesforce job scheduler"
KHELP-11658,Land-Service-Search,Bug-Defect,95,"Multiple users are experiencing unexpected apex and internal error messages while shopping rail services and entering train station names, indicating a system defect in the land service search functionality.","Rail service search, train station name entry, reservation management, apex error handling"
KHELP-11657,Payment-Processing,Bug-Defect,95,"This is a bug in payment processing where due dates in payment schedules are inconsistent with documents for Boston office users, indicating a system defect rather than a user guidance need.","payment schedules, payment due dates, invoices, balance reminders, timezone handling, payment tab"
KHELP-11656,Data-Configuration,Configuration-Setup,95,"This is a request to configure API connections for multiple developer sandbox environments, which is a system configuration task rather than a bug or how-to question.","Kaptio API, QUIP connection, developer sandboxes, Prodly data seeding tool, admin accounts, password reset"
KHELP-11655,Performance-Slow-Response,Performance-Issue,95,"This is a clear performance issue involving API timeouts during booking attempts, fitting perfectly into the Performance-Slow-Response category for timeout-related problems.","API service booking, timeout mechanism, KT API, SessionId handling"
KHELP-11652,Cabin-Room-Assignment,Bug-Defect,95,"User cannot add cabins due to a system QueryException about duplicate field selection, which is clearly a defect in the cabin assignment functionality.","Cabin assignment, KaptioTravel.OnItineraries trigger, KaptioTravel.OnPassengers trigger, KaptioTravel__PassportFirstName__c field, DML exceptions"
KHELP-11651,Document-Delivery-Issues,Bug-Defect,95,"Document viewing functionality broke after version 20.2.5 introduction causing authorization errors, making this a clear bug in document delivery/access.","Documents, Authorization, UAT environment, Version 20.2.5, Document links"
KHELP-11649,Builder-Edit-Service,Bug-Defect,95,The content editor failing to save text and photo updates in itineraries is a clear malfunction of the editing functionality within the Itinerary Builder area.,"content editor, itinerary text editing, photo/image editing, content persistence, itinerary services"
KHELP-11829,Inventory-Allotment-Management,Bug-Defect,95,"User is encountering an error when trying to access inventory functionality to update dates, indicating a defect in the inventory management system.","Inventory access, date management, bundle configuration"
KHELP-11828,Builder-Edit-Service,Bug-Defect,85,"User cannot clone a service they normally would be able to clone, indicating broken functionality in the itinerary builder's service editing capabilities.","Service cloning, Service editing, Order management"
KHELP-11827,Package-Configuration,Bug-Defect,95,"This is a display issue with service names in package bundle configuration that broke after a system upgrade, making it a clear defect in the Package-Configuration functionality.","Package bundles, service components, service lines, default rules, costings tab, service name display"
KHELP-11826,Package-Configuration,Bug-Defect,95,"User encounters an ""access denied error message"" when trying to save package component configuration, indicating a broken save functionality rather than a guidance need.","Package creation, Component tab, Save functionality, Access permissions"
KHELP-11825,Pricing-Engine-Calculation,Bug-Defect,95,"The Calculate button on Pricing Overview is not working and returning a 408 timeout error, indicating a broken pricing calculation functionality.","Price Model, Pricing Overview, Calculate button, 408 timeout error, Group Tour itinerary"
KHELP-11824,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing calculation process is stuck and not completing as designed, which is a clear system defect in the pricing engine functionality.","Price Models, Pricing Overview, Calculate Button, Builder, UAT Environment, PROD Environment"
KHELP-11823,Booking-Quote-Management,Bug-Defect,95,"Users are encountering errors during enquiry to booking conversion process, which is a core quote management functionality that should work normally.","enquiry conversion, trip creation, person account creation, itinerary building"
KHELP-11822,Payment-Processing,Bug-Defect,95,"The system is calculating incorrect payment amounts on invoices ($7199.50 instead of $8400.00), which is clearly a defect in the payment processing functionality.","Payment calculations, invoice generation, payment schedules, passenger display"
KHELP-11821,Payment-UI-Forms,Configuration-Setup,95,"The user needs to configure payment form options to suppress the manual payment option for specific channels, which is a system configuration task rather than a defect.","Manual Payment option, LWT Channels, Payment forms, Channel configuration"
KHELP-11820,Payment-Processing,Bug-Defect,95,"The system is not respecting the user's configuration to disable group payments, causing payments to incorrectly display as group payments despite proper setup.","Group payment options, channel configuration, payment value type rules, Enable Per Passenger setting"
KHELP-11819,Builder-Add-Service,Bug-Defect,85,"User cannot see room category when adding accommodation services, indicating broken functionality in the service addition process.","Accommodation service, Room category"
KHELP-11818,Data-Configuration,Bug-Defect,95,"This is a bug where mandatory field validation for ""Travel start date"" is not working properly, which is a data configuration validation issue.","Trip records, Travel start date field, Field validation rules, Salesforce"
KHELP-11817,System-Error-Exception,Bug-Defect,95,"This is a JavaScript component error with stack trace occurring repeatedly when loading reservations, which is a system exception rather than a functional itinerary builder issue.","lwcItineraryToast.js, Itinerary record"
KHELP-11816,Booking-Quote-Management,Bug-Defect,85,"The system should automatically update supplier information after booking confirmation but is failing to do so, which is broken expected functionality in booking management.","booking confirmation, supplier information update, train service booking, ticket confirmation processing"
KHELP-11815,Passenger-Data-Entry,Bug-Defect,95,"The passenger allocation functionality for transfers is broken and not working as designed, requiring a workaround through the costings screen.","Transfers, Passenger Allocation, Costings Screen, Price Categories, Unit of Measure"
KHELP-11814,Builder-Edit-Service,Bug-Defect,90,Users are encountering a system error that prevents them from editing itinerary services (changing hotels) and the error appears to be a system exception rather than user error.,"Itinerary builder, hotel services, rail services, save functionality, error handling"
KHELP-11813,Package-Configuration,Bug-Defect,95,"The package rail time configuration (""Time From"" 9:00 AM) is not being respected by the system, which is returning evening/sleeper options instead - this is a clear defect in how package configuration settings are processed.","Package configuration, API Rail system, time settings, rail components"
KHELP-11812,Package-Configuration,Bug-Defect,95,"User is encountering an error message preventing them from deleting components within packages, which represents broken functionality rather than a training need.","Package service levels, rail components, Canadian Rail Experience package, Classic Canada and Canadian Rockies package"
KHELP-11811,Passenger-Data-Entry,Feature-Request,95,"The user is requesting new fields be added to PGIs for enhanced driver's license information that doesn't currently exist in Kaptio, making this a feature request for passenger data entry functionality.","PGIs (Passenger General Information), Cross Border Rail Bookings, Enhanced driver's license fields, Rail API, SPI response"
KHELP-11810,Permissions-Access-Security,Feature-Request,90,"User is requesting new permission-based access control functionality to restrict editing of conversion rates fields, which is a clear feature request for enhanced security permissions.","Manage Conversion Rates, Permission Settings, User Access Control, Error Messages"
KHELP-11809,Builder-Addons-Supplements,Bug-Defect,95,"The system is not properly filtering add-ons based on configured price categories and seasons, showing all add-ons instead of the relevant ones, which is broken functionality in the builder's addon/supplement handling.","Add-ons, supplements, price categories, price seasons, price manager, builder screen, package configuration, FIT configuration, documents"
KHELP-11808,Booking-Wizard-Passenger-Info,Bug-Defect,90,The inconsistent error message behavior between UAT and Production environments regarding occupant selection indicates a defect in the booking wizard's passenger information handling.,"Error messaging, Save functionality, Occupant selection, Environment consistency"
KHELP-11807,Service-Configuration,Data-Issue,85,"The issue involves incorrect room description data being displayed for API hotel services, which is a data quality problem related to how service information is configured and presented in the system.","API hotel services, room descriptions, itinerary items, service descriptions, external name fields"
KHELP-11806,Builder-Locations,Bug-Defect,95,"The system is not properly saving coach transfer location changes and is reverting to default values, which is a clear defect in the Itinerary Builder's location handling functionality.","Coach transfers, pickup/drop-off locations, pre/post journey stages, midpoint hotels, Power BI reports, bag pull lists, hotel tags, boarding passes"
KHELP-11805,Builder-Edit-Service,Bug-Defect,95,"The ticket describes a system error with stack traces when trying to recall approval processes on itinerary items, which is a bug in the itinerary builder's service editing functionality.","ItineraryItemTriggerHandler, CustomDomainItineraryItems, approval processes, itinerary items"
KHELP-11804,Package-Configuration,Bug-Defect,85,"The user reports missing package services when booking packages through the add option, indicating a defect in how packages are configured and displayed during the booking process.","Package services, add option button, package booking, itinerary builder"
KHELP-11803,Builder-Add-Service,Feature-Request,85,"This ticket tracks development of new functionality to pass itinerary item references in reservation requests, which relates to adding/managing services in the itinerary builder.","itinerary items, reservation creation, rail services"
KHELP-11802,Passengers-Customer-Info,Feature-Request,85,"This ticket tracks development of new functionality to attach remarks to passengers and pass them to reservation requests, which is a passenger data management enhancement.","Passenger remarks, create reservation request, development deployment"
KHELP-11801,Passenger-Data-Entry,Bug-Defect,85,"The ticket tracks development to fix required information validation for phone numbers in rail SPI, indicating a defect where required data is not being properly validated or passed through the system.","Phone numbers, Rail SPI, Required information validation, Data passing logic"
KHELP-11800,Builder-Add-Service,Feature-Request,95,"This is tracking development of new functionality to store content information when services are added to itineraries, which is a feature request in the itinerary builder's add service area.","Services, Itinerary, Content Information, Pictures, Descriptions"
KHELP-11799,Land-Service-Search,Feature-Request,85,"This requests new functionality to add validation logic that stops accommodation searches when no adults are present in the passenger list, which is a search enhancement rather than a bug fix.","Accommodation search, passenger validation, adult passenger checking, user journey analysis"
KHELP-11798,Land-Service-Search,Feature-Request,90,"This ticket tracks development of a new feature to pass passenger ages to accommodation search functionality, which is clearly a feature request within the land service search area.","passenger table, service search, accommodation search, occupancy handling"
KHELP-11797,Booking-Cancellation,Feature-Request,90,"The ticket tracks development of a new feature to enable canceling non-Salesforce services through Salesforce, which is a booking cancellation enhancement request.","Salesforce integration, service cancellation, confirmed services"
KHELP-11796,Tax-Calculation,Bug-Defect,85,"This ticket tracks fixing tax processing functionality where external taxes need to be properly parsed and saved during booking, indicating broken/incomplete tax handling behavior.","Tax calculation, booking process, external tax parsing, HotelBeds integration"
KHELP-11795,Pricing-Engine-Calculation,Feature-Request,85,"This ticket tracks development of new ""Special Offers"" functionality which involves pricing calculations and promotional features, making it a feature request in the pricing domain.","Special Offers, Development tracking, Acceptance criteria"
KHELP-11794,Booking-Wizard-Passenger-Info,How-To-Question,85,"User is asking for guidance about implementation scope and testing timing for a passenger lead marking feature during reservation creation, which falls under booking wizard passenger information functionality.","Hotel SPI, GP connection, passenger lead marking, reservation creation, CEE-112"
KHELP-11793,Passenger-Data-Entry,Feature-Request,85,"This is tracking development of new functionality to validate that children cannot be lead passengers during data entry, which is a feature enhancement rather than a bug or question.","Passenger list, lead passenger validation, child passenger designation"
KHELP-11792,Refunds-Processing,Bug-Defect,95,"The refund functionality is broken as the system gets stuck and throws errors when trying to process refunds, preventing normal operation.","Refund processing system, Braintree payment processor, booking system"
KHELP-11791,Payment-Processing,Bug-Defect,95,"The system should automatically adjust the Final Balance when a deposit payment schedule is added, but this expected functionality is not working properly.","Payment schedules, deposit processing, final balance calculations, itinerary payment management"
KHELP-11790,Document-Delivery-Issues,Bug-Defect,95,"Documents are not being delivered to customers despite showing as sent due to a SendGrid service outage, which is a clear system defect in the document delivery functionality.","Document delivery system, Email queue, SendGrid email service, Document sending functionality"
KHELP-11789,Booking-Cancellation,Bug-Defect,95,This is a defect in the booking cancellation process where API services have incorrect commission calculations compared to non-API services that work properly.,"API services, Itinerary Price Line object, commission calculations, cancellation amounts, reseller agreements"
KHELP-11788,Builder-Addons-Supplements,How-To-Question,85,"The user is primarily asking for help understanding how to properly add promotions in the Builder, which relates to supplements/add-ons functionality and constitutes a guidance request.","Promotions, Builder, Discount application, Pricing"
KHELP-11787,Builder-Add-Service,Bug-Defect,95,"User is encountering an error when trying to add Activity type services to an itinerary, indicating a broken functionality in the Builder-Add-Service area.","Itinerary Builder, QUIP Activity services, service addition workflow"
KHELP-11786,Booking-Wizard-Payment,Bug-Defect,95,"The booking header fails to load properly after payment completion, indicating a defect in the payment workflow's post-payment display functionality.","Payment processing, booking header display, travel date field, amount due field, status field"
KHELP-11785,Package-Search-UI,Bug-Defect,95,"This is a UI defect in the package search interface where items temporarily disappear after saving multiple changes, creating an unintended user experience issue.","Package shopping interface, save functionality, UI refresh mechanism"
KHELP-11784,Data-Configuration,Configuration-Setup,90,"This is a request to seed (configure data for) a testing environment called ""SIT Partial"" which falls under data configuration setup tasks.","SIT Partial environment, user authentication, data seeding, login credentials"
KHELP-11783,Documents-Generation-PDF,Bug-Defect,95,"This is a bug because users are getting null object exception errors when trying to preview final documents, and the category is Documents-Generation-PDF since it involves document preview functionality failing.","Final documents, FPHs (Flight Place Holders), document preview, itineraries, error handling"
KHELP-11782,Documents-Generation-PDF,Bug-Defect,95,"The ticket reports a specific error with stack trace in document generation functionality (KT_CustomDocumentController), indicating a broken system rather than a user guidance need.","KT_CustomDocumentController, getCustomerOutputDto, c:tndocumentsquote, Customer Output DTO, Itinerary"
KHELP-11781,Payment-Processing,Bug-Defect,95,"The user is experiencing a broken payment binding functionality where payments aren't connecting to schedules as expected, which is a clear defect in the payment processing system.","KaptioTravel__PaymentOptionSelectionJSON__c, KaptioTravel__Transaction__c, payment schedule, trigger"
KHELP-11780,Pricing-Engine-Calculation,Bug-Defect,95,"The Pricing Overview calculator is failing with 408 Request Timeout errors during pricing calculations, which is a clear system defect in the pricing engine functionality.","Pricing Overview calculator, API pricing calculation request, error handling, timeout mechanism"
KHELP-11779,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing calculation engine is failing specifically for Nepal services while working for other services, indicating a defect in the pricing calculation functionality.","Price Models, Group Tour, Nepal services, pricing calculation engine"
KHELP-11778,Booking-Amendments,Bug-Defect,95,"The bulk move functionality is not properly pricing available rail services during booking amendments, which is a clear system defect since manual reshop shows the services are available with pricing.","Bulk Move, Rail services, Pricing engine, Availability checking, Rail Search"
KHELP-11775,Cabin-Room-Assignment,Bug-Defect,90,"User cannot add cabins to an itinerary which indicates broken functionality in the cabin assignment system, rather than a how-to question.","Itinerary (a0dIT00002cKxOMYA0), Sailing (a1UIT00000DxBa22AF), Cabin assignment functionality"
KHELP-11774,Pricing-Engine-Calculation,Feature-Request,90,"This is a request for UI consistency improvement in Price Model editing functionality (pricing area) where the user wants the Start Date field to be directly editable like other fields, rather than requiring a separate workaround button.","Price Model, Start Date field, Edit Price Model interface"
KHELP-11773,Booking-Amendments,Bug-Defect,95,"The system is incorrectly changing final payment dates when booking amendments are processed, causing data inconsistencies between the payment schedule rules and booking header.","Final payment dates, booking amendments, itinerary payment schedule rules, booking header, payment reporting"
KHELP-11772,Land-Service-Search,Bug-Defect,90,"The API Rail integration is failing to confirm rail bookings with error messages, indicating a defect in the land service booking system.","API Rail integration, SNCF rail services, Renfe rail services, RB Rail system, reservation confirmation"
KHELP-11771,Builder-Edit-Service,Bug-Defect,95,"The user is encountering a technical ""null object error"" when trying to save transfer service details, which is a clear system defect in the itinerary builder's service editing functionality.","Transfer Details, Save functionality, Drop-off configuration, Pick-up validation, Error handling"
KHELP-11770,Booking-Cancellation,Bug-Defect,95,"Users encounter a blank screen instead of the expected cancellation interface when trying to cancel API services, indicating broken functionality that requires a workaround.","API services, cancellation pop-up screen, service selection interface, external portal"
KHELP-11769,Builder-Addons-Supplements,How-To-Question,85,"User is asking for guidance on how supplier notes functionality works in the itinerary builder, specifically regarding note behavior and display expectations.","Service notes, Supplier notes, Itinerary notes, Supplier booking requests"
KHELP-11768,Payment-UI-Forms,Bug-Defect,95,"The payment component is broken/not working in UAT after an upgrade, which is clearly a defect in the payment UI functionality.","LWC itinerary payments component, UAT environment, feiji 20 upgrade"
KHELP-11767,Permissions-Access-Security,Configuration-Setup,95,This is a user access permissions issue requiring administrative configuration to restore ticket creation access for a specific user.,"User permissions, KHelp ticket access, Jira administration, user account management"
KHELP-11766,System-Error-Exception,Bug-Defect,85,"The change set deployment is failing with code coverage errors, indicating a system-level defect in the deployment process rather than a configuration or how-to question.","Change set deployment, KT Classes, managed package, test classes, code coverage"
KHELP-11765,Builder-Timeline-Dates,Bug-Defect,95,"This is a bug in the Itinerary Builder's bulk move timeline functionality where the ""-"" button for moving itineraries to past dates stopped working after a system update.","Bulk Move buttons, Timeline dates, Itinerary Builder"
KHELP-11764,Booking-Amendments,Feature-Request,85,"The support response indicates this is an enhancement request for changing how confirmation status behaves during booking amendments, rather than a bug with the current system.","booking dates, confirmation status, supplier bookings, amendment processing"
KHELP-11763,Package-Search-Filters,Bug-Defect,95,"The Trip Duration filter in Package Search is not working as designed (showing all packages instead of filtering by duration), which is clearly a functional defect.","Package Search, Trip Duration filter, search filters"
KHELP-11762,Package-Configuration,Configuration-Setup,85,"The blank page issue is caused by deprecated PackageWizard requiring package reconfiguration, making this a setup/configuration need rather than a defect.","PackageWizard, package details page, pricing display"
KHELP-11761,Package-Search-UI,Bug-Defect,95,This is a Package Search UI bug where the automatic redirection after creating an itinerary from search results is not working as designed.,"Package Search button, Trip page, Create Itinerary functionality, redirection workflow"
KHELP-11760,Performance-Slow-Response,Performance-Issue,95,"The ticket describes system-wide slowness, timeout errors (524), and performance degradation across multiple functional areas, which directly maps to performance issues in the system configuration area.","Package Search, Service Search, Itinerary Builder, bulk operations, location loading, rail search, save functionality"
KHELP-11759,System-Error-Exception,Bug-Defect,95,"The ticket reports system-wide crashes with ""Apex errors"" and ""hit rate limit while running apex action"" affecting multiple functional areas, which is clearly a system-level bug requiring immediate technical intervention.","Builder screen, Package loading, Service adjustments, Supplier booking screen, CF API, Passenger info, Apex actions, Rate limiting, System sessions"
KHELP-11758,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing engine is incorrectly calculating costs using old rates plus inflation instead of the actual configured 2025/26 rates, which is a clear system defect.","Pricing engine, rate configuration, service pricing, seasonal rates, cost calculation"
KHELP-11757,Booking-Cancellation,Bug-Defect,95,"The booking cancellation process is not working correctly - it fails to automatically update pricing to zero and loses cabin category information in costings, requiring manual intervention.","Booking cancellation, pricing updates, costings tab, cabin categories, itinerary items"
KHELP-11756,Payment-UI-Forms,Bug-Defect,95,"The payment iframe is not displaying the expected loading message during credit card processing and instead shows a blank screen, which is a clear UI defect in the payment forms.","Kaptio iframe, credit card transaction processing, payment processing system"
KHELP-11755,Pricing-Engine-Calculation,How-To-Question,90,"User is requesting documentation and guidance on how to use the ""API Pricing Enabled"" setting for API pricing calculations, which is a how-to question about pricing engine functionality.","Channel setup, API Pricing Enabled setting, Kaptio Travel API, API pricing calculations"
KHELP-11754,Inventory-Allotment-Management,How-To-Question,95,"User is requesting guidance/documentation about inventory status abbreviations rather than reporting a defect, and this directly relates to inventory management functionality.","inventory status codes, builder interface, costings interface, knowledge base"
KHELP-11753,Costings-Margin-Markup,Bug-Defect,95,"The costings calculations are showing incorrect doubled cancellation amounts and wrong reseller commission values, indicating a defect in the pricing calculation logic during cancellations.","costings screen, cancellation amount calculations, sell total display, reseller commission calculations, price lines"
KHELP-11752,Inventory-Allotment-Management,Bug-Defect,95,"The rail allotment system is malfunctioning by not properly deducting confirmed services from inventory counts, causing overbooking situations that require manual intervention to correct.","Rail inventory, allotment tracking, booking confirmation, itinerary services, inventory recalculation scripts"
KHELP-11751,Builder-Timeline-Dates,Bug-Defect,95,"The system is throwing validation errors (""angry triangles"") when setting cruise component timeline dates and failing to properly handle disembark dates, indicating a defect in the Builder timeline date functionality.","Cruise package component, timeline dates, disembark date, quote documents, validation errors"
KHELP-11750,Booking-Amendments,Bug-Defect,85,"The ticket describes unexpected system behavior where amendment merge is re-shopping the same hotel properties at higher rates, indicating a defect in the booking amendment process.","Amendment merge, API Hotel, supplier bookings, hotel pricing, room categories"
KHELP-11749,Land-Service-Search,Bug-Defect,95,"The scrolling functionality in service search is broken when searching multiple cities, preventing users from viewing all available options for hotels, activities, and transfers.","Service search interface, multi-city search, scrolling functionality, accommodations, activities, transfers"
KHELP-11748,Package-Search-Filters,Bug-Defect,95,"Access rules that should filter which packages appear in search results are not functioning correctly, allowing unauthorized packages to be displayed.","Package search, access rules, bundle filtering, package filtering, search results display"
KHELP-11747,Builder-Edit-Service,Bug-Defect,95,"This is a defect in the Itinerary Builder where services with ""Time Not Required"" configuration still display time on the Builder tab, showing inconsistent behavior between documents and builder display.","Builder tab, Activity services, Time configuration, Package loading, Service search"
KHELP-11746,Data-Configuration,Data-Issue,85,"The user is reporting data discrepancies where Quantity values don't match Group Size values during bulk operations, which is a clear data quality issue within system configuration.","KaptioTravel__BulkOperation__c, KaptioTravel__BulkJob__c, KaptioTravel__Itinerary_Item__c, Quantity field, Group Size field"
